Index	item_id	regexp	expt	list_id	stim_idx	s1_code	noun_code	noun_pos	article	adjective	noun	eeg_stim	item_id_pfx	expt_id	stim	orth_article_initial_cloze	orth_NA_noun_initial_cloze	orth_NA_noun_anywhere_cloze	lemma_NA_noun_initial_cloze	lemma_NA_noun_anywhere_cloze	orth_ART_noun_initial_cloze	orth_ART_noun_anywhere_cloze	lemma_ART_noun_initial_cloze	lemma_ART_noun_anywhere_cloze	lemma_context_anywhere_info	lemma_context_initial_info	lemma_modal_anywhere	lemma_modal_anywhere_cloze	lemma_modal_initial	lemma_modal_initial_character_classes	lemma_modal_initial_cloze	lemma_n_NAs	lemma_n_responses	lemma_n_strings	orth_context_anywhere_info	orth_context_initial_info	orth_modal_anywhere	orth_modal_anywhere_cloze	orth_modal_initial	orth_modal_initial_character_classes	orth_modal_initial_cloze	orth_n_NAs	orth_n_responses	orth_n_strings	topic_n_NA	topic_n_consonants	topic_n_vowels
i142_2_a__NA_compliment	i142_2_a__NA_compliment	(#\d{1,3}) 2 11423	eeg_3	eeg_3_b	142	31420	11423	9	a	NA	compliment	Marcy was shy and did not deal well with praise. She had never really learned how to accept a compliment from her superiors.	i142_2_a_	norm_4	Marcy was shy and did not deal well with praise. She had never really learned how to accept a	0.484	0.000	0.484	0.419	0.903	0.871	0.903	0.871	0.903	0.589	0.650	[compliment]	0.848	[compliment]	[consonant]	0.871	0.000	31.000	33.000	0.589	0.650	[compliment]	0.848	[compliment]	[consonant]	0.871	0.000	31.000	33.000	1.000	31.000	0.000
i143_2_a__NA_critique	i143_2_a__NA_critique	(#\d{1,3}) 2 11433	eeg_3	eeg_3_a	143	31430	11433	14	a	NA	critique	Pam was overly sensitive about her weight. When asked if she had gained a few pounds Pam took it as a critique from her co-worker.	i143_2_a_	norm_4	Pam was overly sensitive about her weight. When asked if she had gained a few pounds Pam took it as a	0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.158	0.044	[insult]	0.343	[personal]	[consonant]	0.125	0.000	32.000	67.000	0.158	0.044	[insult]	0.343	[personal]	[consonant]	0.125	0.000	32.000	67.000	1.000	3.000	28.000
i143_2_an_NA_insult	i143_2_an_NA_insult	(#\d{1,3}) 2 11434	eeg_3	eeg_3_b	143	31430	11434	14	an	NA	insult	Pam was overly sensitive about her weight. When asked if she had gained a few pounds Pam took it as an insult from her co-worker.	i143_2_an	norm_4	Pam was overly sensitive about her weight. When asked if she had gained a few pounds Pam took it as an	0.903	0.000	0.871	0.000	0.871	0.839	0.839	0.839	0.839	0.544	0.592	[insult]	0.788	[insult]	[vowel]	0.839	0.000	31.000	33.000	0.544	0.592	[insult]	0.788	[insult]	[vowel]	0.839	0.000	31.000	33.000	1.000	3.000	28.000
i144_2_an_NA_advancement	i144_2_an_NA_advancement	(#\d{1,3}) 2 11444	eeg_3	eeg_3_a	144	31440	11444	12	an	NA	advancement	Allen hadn't had an increase in pay in over two years. He worked overtime and flattered his boss in hopes of getting an advancement sometime soon.	i144_2_an	norm_4	Allen hadn't had an increase in pay in over two years. He worked overtime and flattered his boss in hopes of getting an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.107	0.116	[raise]	0.235	[increase]	[vowel]	0.226	1.000	31.000	68.000	0.096	0.086	[raise]	0.235	[overdue]	[vowel]	0.194	1.000	31.000	68.000	1.000	31.000	0.000
i144_2_a__NA_promotion	i144_2_a__NA_promotion	(#\d{1,3}) 2 11443	eeg_3	eeg_3_b	144	31440	11443	12	a	NA	promotion	Allen hadn't had an increase in pay in over two years. He worked overtime and flattered his boss in hopes of getting a promotion sometime soon.	i144_2_a_	norm_4	Allen hadn't had an increase in pay in over two years. He worked overtime and flattered his boss in hopes of getting a	0.935	0.000	0.129	0.000	0.129	0.000	0.000	0.000	0.000	0.541	0.541	[raise]	0.903	[raise]	[consonant]	0.903	0.000	31.000	31.000	0.541	0.541	[raise]	0.903	[raise]	[consonant]	0.903	0.000	31.000	31.000	1.000	31.000	0.000
i145_2_a__NA_carnivore	i145_2_a__NA_carnivore	(#\d{1,3}) 2 11453	eeg_3	eeg_3_a	145	31450	11453	13	a	NA	carnivore	Carly was studying the Venus flytrap for her biology class. She wasn't sure if it was classified as a plant or as a carnivore or both.	i145_2_a_	norm_4	Carly was studying the Venus flytrap for her biology class. She wasn't sure if it was classified as a plant or as a	0.065	0.000	0.032	0.000	0.032	0.161	0.161	0.161	0.161	0.084	0.056	[animal]	0.275	[carnivore]	[consonant]	0.161	1.000	31.000	51.000	0.083	0.051	[animal]	0.275	[carnivore]	[consonant]	0.161	1.000	31.000	51.000	1.000	3.000	28.000
i145_2_an_NA_amphibian	i145_2_an_NA_amphibian	(#\d{1,3}) 2 11454	eeg_3	eeg_3_b	145	31450	11454	13	an	NA	amphibian	Carly was studying the Venus flytrap for her biology class. She wasn't sure if it was classified as a plant or as an amphibian or both.	i145_2_an	norm_4	Carly was studying the Venus flytrap for her biology class. She wasn't sure if it was classified as a plant or as an	0.903	0.000	0.000	0.000	0.000	0.032	0.032	0.032	0.032	0.701	0.742	[animal]	0.906	[animal]	[vowel]	0.935	0.000	31.000	32.000	0.701	0.742	[animal]	0.906	[animal]	[vowel]	0.935	0.000	31.000	32.000	1.000	3.000	28.000
i146_2_an_NA_iris	i146_2_an_NA_iris	(#\d{1,3}) 2 11464	eeg_3	eeg_3_a	146	31460	11464	11	an	NA	iris	Natasha was strolling through the colorful gardens. Although it was not allowed, she reached down and picked an iris up off the ground.	i146_2_an	norm_4	Natasha was strolling through the colorful gardens. Although it was not allowed, she reached down and picked an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.147	0.174	[flower]	0.254	[orange]	[vowel]	0.323	1.000	31.000	59.000	0.147	0.174	[flower]	0.237	[orange]	[vowel]	0.323	1.000	31.000	59.000	1.000	31.000	0.000
i146_2_a__NA_poppy	i146_2_a__NA_poppy	(#\d{1,3}) 2 11463	eeg_3	eeg_3_b	146	31460	11463	11	a	NA	poppy	Natasha was strolling through the colorful gardens. Although it was not allowed, she reached down and picked a poppy up off the ground.	i146_2_a_	norm_4	Natasha was strolling through the colorful gardens. Although it was not allowed, she reached down and picked a	0.903	0.000	0.000	0.000	0.000	0.032	0.032	0.032	0.032	0.794	0.794	[flower]	0.968	[flower]	[consonant]	0.968	0.000	31.000	31.000	0.794	0.794	[flower]	0.968	[flower]	[consonant]	0.968	0.000	31.000	31.000	1.000	31.000	0.000
i147_2_a__NA_polygon	i147_2_a__NA_polygon	(#\d{1,3}) 2 11473	eeg_3	eeg_3_a	147	31470	11473	12	a	NA	polygon	Anna was studying geometry at school this year. She learned that a shape with eight equal sides is called a polygon and not a hexagon.	i147_2_a_	norm_4	Anna was studying geometry at school this year. She learned that a shape with eight equal sides is called a	0.065	0.000	0.000	0.000	0.000	0.133	0.133	0.133	0.133	0.085	0.079	[octagon]	0.304	[octagon]	[vowel]	0.200	2.000	30.000	69.000	0.085	0.079	[octagon]	0.304	[octagon]	[vowel]	0.200	2.000	30.000	69.000	1.000	3.000	28.000
i147_2_an_NA_octagon	i147_2_an_NA_octagon	(#\d{1,3}) 2 11474	eeg_3	eeg_3_b	147	31470	11474	12	an	NA	octagon	Anna was studying geometry at school this year. She learned that a shape with eight equal sides is called an octagon and not a hexagon.	i147_2_an	norm_4	Anna was studying geometry at school this year. She learned that a shape with eight equal sides is called an	0.839	0.032	0.871	0.032	0.871	1.000	1.000	1.000	1.000	1.000	1.000	[octagon]	1.000	[octagon]	[vowel]	1.000	0.000	31.000	31.000	1.000	1.000	[octagon]	1.000	[octagon]	[vowel]	1.000	0.000	31.000	31.000	1.000	3.000	28.000
i148_2_an_NA_automatic	i148_2_an_NA_automatic	(#\d{1,3}) 2 11484	eeg_3	eeg_3_a	148	31480	11484	11	an	NA	automatic	Carl showed up for his first day of work at the transit authority. He was a bit nervous because he had never driven an automatic before today.	i148_2_an	norm_4	Carl showed up for his first day of work at the transit authority. He was a bit nervous because he had never driven an	0.000	0.000	0.000	0.000	0.000	0.031	0.031	0.031	0.031	0.120	0.165	[automobile]	0.186	[automobile]	[vowel]	0.312	0.000	32.000	59.000	0.120	0.165	[automobile]	0.186	[automobile]	[vowel]	0.312	0.000	32.000	59.000	2.000	29.000	1.000
i148_2_a__NA_bus	i148_2_a__NA_bus	(#\d{1,3}) 2 11483	eeg_3	eeg_3_b	148	31480	11483	11	a	NA	bus	Carl showed up for his first day of work at the transit authority. He was a bit nervous because he had never driven a bus before today.	i148_2_a_	norm_4	Carl showed up for his first day of work at the transit authority. He was a bit nervous because he had never driven a	0.867	0.000	0.800	0.000	0.800	0.677	0.677	0.677	0.677	0.299	0.384	[bus]	0.525	[bus]	[consonant]	0.677	0.000	31.000	40.000	0.299	0.384	[bus]	0.525	[bus]	[consonant]	0.677	0.000	31.000	40.000	2.000	29.000	1.000
i149_2_a__NA_molecule	i149_2_a__NA_molecule	(#\d{1,3}) 2 11493	eeg_3	eeg_3_a	149	31490	11493	14	a	NA	molecule	The chemistry teacher explained that water and salt were both compounds. However a substance like carbon with only one kind of atom is simply a molecule that hasn't been combined.	i149_2_a_	norm_4	The chemistry teacher explained that water and salt were both compounds. However a substance like carbon with only one kind of atom is simply a	0.194	0.000	0.129	0.000	0.129	0.281	0.281	0.281	0.281	0.154	0.158	[element]	0.304	[molecule]	[consonant]	0.281	0.000	32.000	56.000	0.154	0.158	[element]	0.304	[molecule]	[consonant]	0.281	0.000	32.000	56.000	1.000	8.000	23.000
i149_2_an_NA_element	i149_2_an_NA_element	(#\d{1,3}) 2 11494	eeg_3	eeg_3_b	149	31490	11494	14	an	NA	element	The chemistry teacher explained that water and salt were both compounds. However a substance like carbon with only one kind of atom is simply an element that hasn't been combined.	i149_2_an	norm_4	The chemistry teacher explained that water and salt were both compounds. However a substance like carbon with only one kind of atom is simply an	0.710	0.000	0.677	0.000	0.677	0.533	0.533	0.533	0.533	0.262	0.288	[element]	0.485	[element]	[vowel]	0.533	1.000	30.000	33.000	0.262	0.288	[element]	0.485	[element]	[vowel]	0.533	1.000	30.000	33.000	1.000	8.000	23.000
i150_2_an_NA_observatory	i150_2_an_NA_observatory	(#\d{1,3}) 2 11504	eeg_3	eeg_3_a	150	31500	11504	11	an	NA	observatory	At first Owen thought that the twinkling light in the night sky was an airplane. After staring at it awhile he realized it was only an observatory reflecting back.	i150_2_an	norm_4	At first Owen thought that the twinkling light in the night sky was an airplane. After staring at it awhile he realized it was only an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.075	0.043	[star]	0.182	[alien]	[vowel]	0.125	0.000	32.000	66.000	0.075	0.043	[star]	0.182	[alien]	[vowel]	0.125	0.000	32.000	66.000	1.000	31.000	0.000
i150_2_a__NA_star	i150_2_a__NA_star	(#\d{1,3}) 2 11503	eeg_3	eeg_3_b	150	31500	11503	11	a	NA	star	At first Owen thought that the twinkling light in the night sky was an airplane. After staring at it awhile he realized it was only a star reflecting back.	i150_2_a_	norm_4	At first Owen thought that the twinkling light in the night sky was an airplane. After staring at it awhile he realized it was only a	0.968	0.000	0.839	0.000	0.839	0.774	0.903	0.774	0.903	0.433	0.523	[star]	0.800	[star]	[consonant]	0.774	0.000	31.000	35.000	0.433	0.523	[star]	0.800	[star]	[consonant]	0.774	0.000	31.000	35.000	1.000	31.000	0.000
i151_2_a__NA_house	i151_2_a__NA_house	(#\d{1,3}) 2 11513	eeg_3	eeg_3_a	151	31510	11513	12	a	NA	house	The children were outside in the cold pretending they were Eskimos. The domed snow structure they were building was starting to resemble a house at last.	i151_2_a_	norm_4	The children were outside in the cold pretending they were Eskimos. The domed snow structure they were building was starting to resemble a	0.032	0.000	0.000	0.000	0.000	0.032	0.032	0.032	0.032	0.142	0.086	[igloo]	0.328	[small]	[consonant]	0.226	1.000	31.000	67.000	0.142	0.086	[igloo]	0.328	[small]	[consonant]	0.226	1.000	31.000	67.000	1.000	1.000	30.000
i151_2_an_NA_igloo	i151_2_an_NA_igloo	(#\d{1,3}) 2 11514	eeg_3	eeg_3_b	151	31510	11514	12	an	NA	igloo	The children were outside in the cold pretending they were Eskimos. The domed snow structure they were building was starting to resemble an igloo at last.	i151_2_an	norm_4	The children were outside in the cold pretending they were Eskimos. The domed snow structure they were building was starting to resemble an	0.968	0.000	0.968	0.000	0.968	0.933	0.967	0.933	0.967	0.658	0.735	[igloo]	0.906	[igloo]	[vowel]	0.933	1.000	30.000	32.000	0.658	0.735	[igloo]	0.906	[igloo]	[vowel]	0.933	1.000	30.000	32.000	1.000	1.000	30.000
i152_2_an_NA_undershirt	i152_2_an_NA_undershirt	(#\d{1,3}) 2 11524	eeg_3	eeg_3_a	152	31520	11524	6	an	NA	undershirt	Suzy had to tie a scarf around her waist to keep her pants from sliding down. She had forgotten to pack an undershirt in her suitcase.	i152_2_an	norm_4	Suzy had to tie a scarf around her waist to keep her pants from sliding down. She had forgotten to pack an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.204	0.074	[belt]	0.406	[extra]	[vowel]	0.194	1.000	31.000	69.000	0.204	0.074	[belt]	0.406	[extra]	[vowel]	0.194	1.000	31.000	69.000	1.000	31.000	0.000
i152_2_a__NA_belt	i152_2_a__NA_belt	(#\d{1,3}) 2 11523	eeg_3	eeg_3_b	152	31520	11523	6	a	NA	belt	Suzy had to tie a scarf around her waist to keep her pants from sliding down. She had forgotten to pack a belt in her suitcase.	i152_2_a_	norm_4	Suzy had to tie a scarf around her waist to keep her pants from sliding down. She had forgotten to pack a	0.968	0.000	0.968	0.000	0.968	1.000	1.000	1.000	1.000	1.000	1.000	[belt]	1.000	[belt]	[consonant]	1.000	0.000	31.000	31.000	1.000	1.000	[belt]	1.000	[belt]	[consonant]	1.000	0.000	31.000	31.000	1.000	31.000	0.000
i153_2_a__NA_shell	i153_2_a__NA_shell	(#\d{1,3}) 2 11533	eeg_3	eeg_3_a	153	31530	11533	9	a	NA	shell	Violet's father was teaching her how to make an omelet. He began by showing her how to crack a shell in the kitchen.	i153_2_a_	norm_4	Violet's father was teaching her how to make an omelet. He began by showing her how to crack a	0.000	0.000	0.000	0.000	0.000	0.031	0.031	0.031	0.031	0.174	0.049	[egg]	0.448	[chicken, raw]	[consonant, consonant]	0.125	0.000	32.000	67.000	0.153	0.049	[egg]	0.388	[chicken, raw]	[consonant, consonant]	0.125	0.000	32.000	67.000	1.000	0.000	31.000
i153_2_an_NA_egg	i153_2_an_NA_egg	(#\d{1,3}) 2 11534	eeg_3	eeg_3_b	153	31530	11534	9	an	NA	egg	Violet's father was teaching her how to make an omelet. He began by showing her how to crack an egg in the kitchen.	i153_2_an	norm_4	Violet's father was teaching her how to make an omelet. He began by showing her how to crack an	0.871	0.000	0.903	0.065	1.000	1.000	1.000	1.000	1.000	0.615	1.000	[egg]	0.833	[egg]	[vowel]	1.000	1.000	30.000	36.000	0.615	1.000	[egg]	0.833	[egg]	[vowel]	1.000	1.000	30.000	36.000	1.000	0.000	31.000
i154_2_an_NA_elbow	i154_2_an_NA_elbow	(#\d{1,3}) 2 11544	eeg_3	eeg_3_a	154	31540	11544	11	an	NA	elbow	The kids were playing baseball too close to the house. One child hit a foul ball and ended up shattering an elbow and cutting himself.	i154_2_an	norm_4	The kids were playing baseball too close to the house. One child hit a foul ball and ended up shattering an	0.000	0.000	0.000	0.000	0.000	0.032	0.032	0.032	0.032	0.194	0.166	[window]	0.348	[old]	[vowel]	0.290	1.000	31.000	66.000	0.194	0.166	[window]	0.348	[old]	[vowel]	0.290	1.000	31.000	66.000	1.000	31.000	0.000
i154_2_a__NA_window	i154_2_a__NA_window	(#\d{1,3}) 2 11543	eeg_3	eeg_3_b	154	31540	11543	11	a	NA	window	The kids were playing baseball too close to the house. One child hit a foul ball and ended up shattering a window and cutting himself.	i154_2_a_	norm_4	The kids were playing baseball too close to the house. One child hit a foul ball and ended up shattering a	0.903	0.000	0.935	0.000	0.935	0.903	0.968	0.903	0.968	0.610	0.694	[window]	0.909	[window]	[consonant]	0.903	0.000	31.000	33.000	0.610	0.694	[window]	0.909	[window]	[consonant]	0.903	0.000	31.000	33.000	1.000	31.000	0.000
i155_2_a__NA_godfather	i155_2_a__NA_godfather	(#\d{1,3}) 2 11553	eeg_3	eeg_3_a	155	31550	11553	12	a	NA	godfather	At dinner Tom's sister announced that she was going to have a baby. Tom shouted out to everyone that he was going to be a godfather for the first time.	i155_2_a_	norm_4	At dinner Tom's sister announced that she was going to have a baby. Tom shouted out to everyone that he was going to be a	0.258	0.000	0.000	0.000	0.000	0.031	0.031	0.031	0.031	0.205	0.131	[uncle]	0.373	[father]	[consonant]	0.281	0.000	32.000	51.000	0.205	0.131	[uncle]	0.373	[father]	[consonant]	0.281	0.000	32.000	51.000	1.000	8.000	23.000
i155_2_an_NA_uncle	i155_2_an_NA_uncle	(#\d{1,3}) 2 11554	eeg_3	eeg_3_b	155	31550	11554	12	an	NA	uncle	At dinner Tom's sister announced that she was going to have a baby. Tom shouted out to everyone that he was going to be an uncle for the first time.	i155_2_an	norm_4	At dinner Tom's sister announced that she was going to have a baby. Tom shouted out to everyone that he was going to be an	0.742	0.000	0.742	0.000	0.742	0.806	0.806	0.806	0.806	0.454	0.569	[uncle]	0.694	[uncle]	[vowel]	0.806	0.000	31.000	36.000	0.454	0.569	[uncle]	0.694	[uncle]	[vowel]	0.806	0.000	31.000	36.000	1.000	8.000	23.000
i156_2_an_NA_awning	i156_2_an_NA_awning	(#\d{1,3}) 2 11564	eeg_3	eeg_3_a	156	31560	11564	11	an	NA	awning	Mona was riding her bike in the woods when it started to rain. To stay dry she took refuge under the shade of an awning by a house.	i156_2_an	norm_4	Mona was riding her bike in the woods when it started to rain. To stay dry she took refuge under the shade of an	0.097	0.000	0.000	0.000	0.000	0.031	0.031	0.031	0.031	0.250	0.211	[tree]	0.390	[oak]	[vowel]	0.469	0.000	32.000	59.000	0.250	0.211	[tree]	0.390	[oak]	[vowel]	0.469	0.000	32.000	59.000	1.000	27.000	4.000
i156_2_a__NA_tree	i156_2_a__NA_tree	(#\d{1,3}) 2 11563	eeg_3	eeg_3_b	156	31560	11563	11	a	NA	tree	Mona was riding her bike in the woods when it started to rain. To stay dry she took refuge under the shade of a tree by a house.	i156_2_a_	norm_4	Mona was riding her bike in the woods when it started to rain. To stay dry she took refuge under the shade of a	0.806	0.000	0.839	0.000	0.871	0.767	0.900	0.767	0.900	0.364	0.495	[tree]	0.711	[tree]	[consonant]	0.767	1.000	30.000	38.000	0.364	0.495	[tree]	0.711	[tree]	[consonant]	0.767	1.000	30.000	38.000	1.000	27.000	4.000
i157_2_a__NA_foreigner	i157_2_a__NA_foreigner	(#\d{1,3}) 2 11573	eeg_3	eeg_3_a	157	31570	11573	7	a	NA	foreigner	Bob claims to be from outer space. Nobody believes that he is actually a foreigner from another planet.	i157_2_a_	norm_4	Bob claims to be from outer space. Nobody believes that he is actually a	0.032	0.000	0.000	0.000	0.000	0.094	0.094	0.094	0.094	0.078	0.087	[alien, from, space]	0.110	[martian]	[consonant]	0.219	0.000	32.000	73.000	0.078	0.087	[alien, from, space]	0.110	[Martian]	[consonant]	0.219	0.000	32.000	73.000	1.000	5.000	26.000
i157_2_an_NA_alien	i157_2_an_NA_alien	(#\d{1,3}) 2 11574	eeg_3	eeg_3_b	157	31570	11574	7	an	NA	alien	Bob claims to be from outer space. Nobody believes that he is actually an alien from another planet.	i157_2_an	norm_4	Bob claims to be from outer space. Nobody believes that he is actually an	0.839	0.000	0.806	0.000	0.806	0.935	0.935	0.935	0.935	0.666	0.742	[alien]	0.879	[alien]	[vowel]	0.935	0.000	31.000	33.000	0.666	0.742	[alien]	0.879	[alien]	[vowel]	0.935	0.000	31.000	33.000	1.000	5.000	26.000
i158_2_an_NA_idiot	i158_2_an_NA_idiot	(#\d{1,3}) 2 11584	eeg_3	eeg_3_a	158	31580	11584	8	an	NA	idiot	The man wore khaki shorts, a loud Hawaiian shirt, and a camera around his neck. You could definitely tell that he was an idiot from his look.	i158_2_an	norm_4	The man wore khaki shorts, a loud Hawaiian shirt, and a camera around his neck. You could definitely tell that he was an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.140	0.085	[tourist]	0.291	[out]	[vowel]	0.219	0.000	32.000	79.000	0.142	0.086	[tourist]	0.291	[out]	[vowel]	0.219	0.000	32.000	79.000	1.000	31.000	0.000
