item_id	expt	scn_dir	list	list_id	scn_f	stim_idx	trial	s1_code	noun_code	noun_pos	article	adjective	noun	s1	rsvp
i036_2_an_NA_outlet	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	36	55	30360	10363	7	an	NA	outlet	The chalk outline of the body traced by the police still remained on the sidewalk.	The night before someone had committed an outlet in the park.
i037_2_an_NA_affair	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	37	63	30370	10371	9	an	NA	affair	Joanne's husband told her he was staying late at the office every night.	She began to suspect that he was having an affair with his secretary.
i038_2_a__NA_fight	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	38	34	30380	10382	8	a	NA	fight	Josh went to the bar and had too much to drink.	He became belligerent and tried to start a fight with someone.
i039_2_an_NA_American	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	39	28	30390	10391	12	an	NA	American	The international team was comprised of a German, a Swiss and a Frenchman.	The U.S. was not represented since the team did not have an American amongst them.
i040_2_a__NA_song	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	40	22	30400	10402	10	a	NA	song	At the party Dave announced that he didn't really consider himself a musician.	But in honor of the occasion he had written a song for his friends.
i041_2_a__small_allowance	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	41	73	30410	10418	10	a	small	allowance	Instead of giving Rachel money all the time, her father wanted to teach her a lesson about economics.	He decided that every week she should receive a small allowance to spend.
i042_2_an_insufficient_dollar	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	42	77	30420	10427	8	an	insufficient	dollar	After mowing his neighbor's lawn, Patrick complained that the only place he could afford was the 99-cent store.	The neighbor had only paid him an insufficient dollar for helping her.
i043_2_a__clear_exception	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	43	24	30430	10438	8	a	clear	exception	Almost everyone in the group abided by the rule.	But for every rule there is a clear exception under certain circumstances.
i044_2_an_affectionate_hug	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	44	63	30440	10447	11	an	affectionate	hug	The little boy went to say goodbye to his grandmother.	He wrapped his arms around her and gave her an affectionate hug before she left.
i045_2_an_NA_arrest	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	45	47	30450	10455	9	an	NA	arrest	When Merrill filled out the paperwork, she had to write down a family member or close friend's name.	This person would be contacted in case of an arrest at work.
i046_2_a__NA_wedding	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	46	34	30460	10466	9	a	NA	wedding	Harris saw smoke billowing in the distance.	He immediately got on the phone to report a wedding at the address.
i047_2_an_NA_emergency	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	47	53	30470	10475	12	an	NA	emergency	The detectives had been searching for a suspect for years.	Finally there was some breaking news that the police had made an emergency yesterday morning.
i048_2_a__NA_fire	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	48	12	30480	10486	10	a	NA	fire	After much deliberation Curt and Kristi decided to have a civil ceremony.	They hadn't realized how much work went into planning a fire in a church.
i049_2_a__NA_hanger	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	49	14	30490	10494	9	a	NA	hanger	Charlie's wife told him that she was tired of pressing his shirts.	He would have to learn how to use a hanger one of these days.
i050_2_an_NA_iron	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	50	78	30500	10503	12	an	NA	iron	Fred wanted to leave his coat in the closet.	Instead he laid it on the floor because he couldn't find an iron anywhere nearby.
i051_2_a__NA_door	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	51	33	30510	10514	12	a	NA	door	On stage it looked like the magician had sawed the lady's body in half.	We had to explain to the children that this was just a door and not real.
i052_2_an_NA_illusion	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	52	66	30520	10523	11	an	NA	illusion	Only a curtain separated Lauren's bedroom from the communal living area.	She had no privacy and really wished her room had an illusion she could shut.
i053_2_an_NA_accident	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	53	51	30530	10531	8	an	NA	accident	It doesn't matter how cautiously you drive your car.	Chances are someday you'll be involved in an accident with another vehicle.
i054_2_a__NA_race	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	54	46	30540	10542	8	a	NA	race	We saw the pylons sectioning off part of the road and a big sign that said "finish line".	We knew that there must have been a race earlier that day.
i055_2_an_NA_ambulance	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	55	29	30550	10551	9	an	NA	ambulance	The scene of the car crash was a horrifying sight.	The victims had to be driven away in an ambulance by the paramedics.
i056_2_a__NA_barn	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	56	2	30560	10562	12	a	NA	barn	The rancher kept the cows outside in the corral all day and night.	He wanted to keep them indoors but he did not have a barn on his farm.
i057_2_a__tiny_apartment	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	57	29	30570	10578	10	a	tiny	apartment	Margot had finally decided to buy a house in the suburbs.	For the past year she had been renting a tiny apartment in the city.
i058_2_an_indoor_studio	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	58	12	30580	10587	13	an	indoor	studio	The band decided against recording a live album.	They thought they would have more control if they recorded in an indoor studio without people around.
i059_2_a__makeshift_office	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	59	79	30590	10598	11	a	makeshift	office	Heidi and Mike removed the bed from the room and set up a desk, computer and filing cabinets.	They had decided to convert the spare bedroom into a makeshift office for working at home.
i060_2_an_ostentatious_mansion	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	60	28	30600	10607	14	an	ostentatious	mansion	Martin was being modest when he had said that his new home was rather large.	With three wings and ten bedrooms most people would call the place an ostentatious mansion instead of a house.
i061_2_an_NA_announcement	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	61	27	30610	10615	11	an	NA	announcement	Sue had wanted to go to Tim's wedding.	She checked her mail every day but she never received an announcement from him.
i062_2_a__NA_wish	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	62	30	30620	10626	6	a	NA	wish	I called Nolan's house but he was not home.	His mother offered to relay a wish to him.
i063_2_an_NA_invitation	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	63	73	30630	10635	12	an	NA	invitation	Todd had gathered all his friends and family into the room.	He cleared his throat and said that he wanted to make an invitation to the group.
i064_2_a__NA_message	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	64	68	30640	10646	11	a	NA	message	The workers gathered around their boss to sing "Happy Birthday".	They told her to blow out the candles and make a message for the year.
i065_2_a__NA_bike	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	65	11	30650	10654	9	a	NA	bike	Jack took a trip to India.	The highlight was when he got to ride a bike in the procession.
i066_2_an_NA_elephant	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	66	24	30660	10663	9	an	NA	elephant	Some things stick with you forever.	For instance, you never forget how to ride an elephant once you've learned.
i067_2_a__NA_pig	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	67	37	30670	10674	12	a	NA	pig	At first we thought the large bird soaring up above was a hawk.	But when we saw the bald head we knew it was a pig right away.
i068_2_an_NA_eagle	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	68	6	30680	10683	6	an	NA	eagle	The little girl taped a curly tail on her pink pajamas and had fashioned a pair of velvety ears.	She was pretending to be an eagle at preschool.
i069_2_an_NA_umbrella	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	69	60	30690	10691	7	an	NA	umbrella	It frequently rains in London.	For that reason Nigel always carries an umbrella with him.
i070_2_a__NA_newspaper	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	70	39	30700	10702	8	a	NA	newspaper	Carl walked past the kiosk on his way to work and skimmed the headlines.	He plunked down 50 cents and bought a newspaper to take with him.
i071_2_an_NA_anniversary	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	71	57	30710	10711	7	an	NA	anniversary	At the table behind us we heard glasses clinking and a toast to many years of marriage.	We guessed that someone was celebrating an anniversary or a divorce.
i072_2_a__NA_hat	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	72	4	30720	10722	11	a	NA	hat	The famous actor looked very stylish with the fedora atop his head.	My boyfriend just looks silly when he tries to wear a hat or hood.
i073_2_a__renowned_architect	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	73	54	30730	10738	9	a	renowned	architect	Frank wanted to design a very modern house.	For the blueprints he sought advice from a renowned architect to select the fixtures.
i074_2_an_advertised_plumber	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	74	25	30740	10747	12	an	advertised	plumber	A pipe broke in Felicia's bathroom.	She looked through the phonebook to find a listing for an advertised plumber who worked weekends.
i075_2_a__professional_electrician	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	75	38	30750	10758	9	a	professional	electrician	There were terrible problems with the wiring in the old house that Sara had just bought.	She knew she would have to hire a professional electrician to fix things.
i076_2_an_innovative_chef	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	76	23	30760	10767	12	an	innovative	chef	Claude was very creative in the kitchen and was always coming up with new recipes.	He had just started culinary school in hopes of becoming an innovative chef in a few years.
i077_2_an_NA_ultimatum	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	77	3	30770	10775	5	an	NA	ultimatum	Bart did not clean his wound properly.	He ended up getting an ultimatum soon after.
i078_2_a__NA_cast	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	78	8	30780	10786	9	a	NA	cast	The Hell's Angel rolled up the sleeve of his leather jacket.	He showed the girls where he had gotten a cast the previous night.
i079_2_an_NA_infection	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	79	65	30790	10795	11	an	NA	infection	As a last resort, Monica told Nick that if he didn't change his behavior she would leave him.	She felt she had no other choice than to issue an infection to him.
i080_2_a__NA_tattoo	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	80	13	30800	10806	10	a	NA	tattoo	Alice broke her leg on the hiking trip.	The doctor ran X-rays and put her leg in a tattoo for ten weeks.
i081_2_a__NA_parent	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	81	14	30810	10814	8	a	NA	parent	There are age restrictions for R-rated movies.	Children under 17 must be accompanied by a parent or legal guardian.
i082_2_an_NA_adult	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	82	25	30820	10823	11	an	NA	adult	It's always a tragedy when a child loses his mother or father.	Children have a hard time dealing with the loss of an adult when they're young.
i083_2_a__NA_babysitter	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	83	67	30830	10834	8	a	NA	babysitter	When little children get bug bites sometimes parents put socks over their hands.	Kids want to scratch when they have a babysitter on their arm.
i084_2_an_NA_itch	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	84	11	30840	10843	13	an	NA	itch	The Smiths asked the neighbor girl to look after their son Bobby while they went out for dinner.	Bobby was mad because he thought he was too old to have an itch at the house.
i085_2_an_NA_envelope	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	85	62	30850	10851	12	an	NA	envelope	Wendy went to pay for the birthday card.	The clerk pointed out that she had forgotten to pick up an envelope along with it.
i086_2_a__NA_stamp	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	86	35	30860	10862	6	a	NA	stamp	Jeffrey must have been preoccupied when he went to the post office.	He mailed the letter without a stamp on it.
i087_2_a__NA_balloon	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	87	20	30870	10872	10	a	NA	balloon	The store ran out of helium right as Mrs. Jones and her daughter reached the front of the line.	The girl started to cry when she didn't get a balloon from the clerk.
i088_2_an_NA_application	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	88	55	30880	10881	13	an	NA	application	Will was hoping to get a summer job working at a fast food restaurant.	When he showed up in person they asked him to fill out an application and contact number.
i089_2_a__mere_amateur	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	89	48	30890	10898	10	a	mere	amateur	The professional photographer was disqualified from the photo contest.	The rules explicitly state that you must be a mere amateur in order to compete.
i090_2_an_entering_junior	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	90	76	30900	10907	7	an	entering	junior	This year Julie is a sophomore in high school.	Next year she will be an entering junior if she passes.
i091_2_a__secretarial_assistant	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	91	61	30910	10918	9	a	secretarial	assistant	The workload had gotten to be too much for one person to handle.	Stacy was going to have to hire a secretarial assistant very soon.
i092_2_an_innocent_child	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	92	49	30920	10927	7	an	innocent	child	Ashley had just had her twelfth birthday and insisted that she was almost a teenager.	However she still acted like an innocent child most of the time.
i093_2_an_NA_alibi	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	93	15	30930	10935	8	an	NA	alibi	Amelia did not want to go to the bar with her friends after seeing the movie.	To avoid going out she made up an alibi as a cover.
i094_2_a__NA_joke	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	94	21	30940	10946	9	a	NA	joke	Little Gloria had a ritual before going to sleep.	She always asked her mother to read her a joke at bedtime.
i095_2_an_NA_excuse	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	95	54	30950	10955	12	an	NA	excuse	When the police asked Tony where he was on the night of the murder he knew he was in trouble.	He had been home by himself and thus did not have an excuse that evening.
i096_2_a__NA_story	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	96	66	30960	10966	12	a	NA	story	Frank considered himself quite a comedian.	But it was obvious that he didn't know how to tell a story to his peers.
i097_2_a__NA_finger	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	97	77	30970	10974	9	a	NA	finger	Marie was surprised to see her brother's eyes tearing up as he prepared the vegetables for the salad.	But then she noticed he had just sliced a finger with his knife.
i098_2_an_NA_onion	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	98	51	30980	10983	11	an	NA	onion	Victoria was lazy and thought she was above doing menial labor.	While everyone else had worked all day she hadn't lifted an onion at all.
i099_2_a__NA_fork	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	99	8	30990	10994	10	a	NA	fork	For looking up word definitions and spellings Jeff used a dictionary.	For dates, historical details, and factual knowledge he used a fork as a reference.
i100_2_an_NA_encyclopedia	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	100	27	31000	11003	7	an	NA	encyclopedia	For dessert, the only silverware at Tina's place setting was a spoon.	She would have preferred to use an encyclopedia for the cake.
i101_2_an_NA_author	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	101	64	31010	11011	9	an	NA	author	Joanne was ecstatic when the first book she had written was accepted for publication.	She finally felt like she could call herself an author to her contemporaries.
i102_2_a__NA_success	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	102	59	31020	11022	6	a	NA	success	Alicia's first client was a failure.	However her second client was a success and appreciated her.
i103_2_an_NA_earthquake	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	103	75	31030	11031	10	an	NA	earthquake	Erin was nervous about moving into a house that was built over a fault line.	Since moving to California she had yet to experience an earthquake that did damage.
i104_2_a__NA_doctor	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	104	58	31040	11042	9	a	NA	doctor	At dinner our friend's date told us that he had practiced medicine in several different countries.	Until then nobody had realized that he was a doctor before he moved.
i105_2_a__starring_actor	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	105	58	31050	11058	12	a	starring	actor	Lance had moved to Hollywood and was supporting himself by waiting tables.	He hoped to get some auditions and find work as a starring actor someday soon.
i106_2_an_acclaimed_director	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2b.scn	106	74	31060	11067	8	an	acclaimed	director	From a young age Steven had an interest in filmmaking.	He had always dreamed of becoming an acclaimed director when he grew up.
i107_2_a__certified_accountant	eeg_2	eeg_2_arcadj	B2	eeg_2_b	BAdj2a.scn	107	50	31070	11078	8	a	certified	accountant	In previous years Jan had calculated her taxes herself.	This year she decided to hire a certified accountant for $500.
